author,comment,likeCount,publishedAt
@ghoniayoon,tapi katanya xiaomi ini banyak kekurangan. kayak mau buat status di whatsapp jadi pecah banget. terus ga ada notifikasi nya juga. jadi agak susah kalo misalkan ada chat atau telepon dari whatsapp tapi notifnya ga muncul di layar utama.. kenapa bisa gitu ya?,0,2025-10-30T13:50:56Z
@cleveryouiscoming,akun nya di jual gak?,0,2025-10-30T13:47:28Z
@BambangSumantri-sf7ws,gila,0,2025-10-30T13:45:35Z
@RanzzTuru-gp2gw,bang review redmagic 11 pro yang make teknologi liquid colling,0,2025-10-30T13:45:29Z
@WahyuIkhsan-v9m,Tumben telat bg,0,2025-10-30T13:44:44Z
@zulle_kzr,"Mantep harganya lumayan terjangkau, terbaik Xiaomi",0,2025-10-30T13:42:11Z
@gunerarse449,y,0,2025-10-30T13:41:26Z
@mlakumlaku2137,Anday saja Evercoss bisa kyk siomi,0,2025-10-30T13:36:18Z
@tungaulamaschannel4769,"Next redmi k90 bang versi gatget in,,udah nonton di diarcom,,",0,2025-10-30T13:31:25Z
@itsKurei,Bang request dong benchmark wuthering waves juga buat HP HP yang lain,0,2025-10-30T13:30:49Z
@OpanAli-n6w,Untung gw blm beli ip 17 ternyata ada Xiaomi 17 yg lebih bagus,0,2025-10-30T13:30:38Z
@vincentfredrick6264,Buat fanboy nya bakal ttp ini otentik design buah😅,0,2025-10-30T13:30:07Z
@jamalludin8439,"lo liat, iphone di tarok cuma buat review xiaomi 😂😂",0,2025-10-30T13:29:39Z
@audiocerita25,Barang yang bagus kak,0,2025-10-30T13:28:57Z
@audiocerita25,Bagus barangnya,0,2025-10-30T13:28:37Z
@wakandanowm,"user IP baru wkwkw, kalo di pikir pikir rata rata user IP tuh cuma gede gengsi wkwkw",0,2025-10-30T13:28:13Z
@satriobayupurnomo3922,Main game di belakang gak di cobain?,0,2025-10-30T13:22:00Z
@LeeMin-Eral,"Uda 3 edisi skip beli iphone karena bosen, semoga adanya xiaomi ini, apple jadi lebi inovasi. Klo ga, mmg males balik ke iphone lagi",0,2025-10-30T13:21:30Z
@Dickysyahputra11,Inoi bg,0,2025-10-30T13:17:02Z
@lutfiyoo6436,"Tetep aja maksain fiturnya, mnding iPhone yg kamera dpnya udah Ois dan sensor gede kotak, ujung ujungnya ip17pm yg lbh laku",0,2025-10-30T13:13:38Z
@LensaBerita58,emang keren xiaomi inovasi menarik hapenya jadi making kece,1,2025-10-30T13:11:49Z
@dedyjr4665,"Chnel lain udh bnyk yg review tpi kadang² sengaja gk di tonton, biar nonton di sini gk berasa garing, dan ada rasa suprise nya😂😂😂😂(walaupun gk beli)",0,2025-10-30T13:08:35Z
@arbain_mu,"Harusnya docking icon juga diberi background smoke translucent biar mirip iPhone totalitas.

Kayak Vivo.",0,2025-10-30T13:06:01Z
@sobatyoutubeku,"Nonton doang tp gak beli , ngacung 😅",0,2025-10-30T13:06:00Z
@aldustuga6842,Xiaomi emang best sih. Awet selalu di tangan gue😂😂😂. Lagi  nabung buat beli Poco. Coba-coba Poco karena baterainya itu loh gede❤,0,2025-10-30T13:03:59Z
@Krymoba,"Ini yg gua suka dari gadgetin, ngomongnya black blakan gak ada yg ditutupin soalny dia ngk di endors jugak Sampek dibilang , hp flagship panas kalo Chanel lain udah di luka puja nih hp",0,2025-10-30T13:01:23Z
@rstudio16,Xuamistri di lawan😂,0,2025-10-30T13:00:40Z
@paulushartanto8969,"Bang, itu google playstorenya ada?",0,2025-10-30T12:59:53Z
@Satriya_bijiHitam,Bro mulai melupakan gopix 😂,0,2025-10-30T12:59:36Z
@TuhiBingkaiTheExplore,next realme k70 bang,0,2025-10-30T12:53:14Z
@Ir_Han,"iya bang ada cincin, cieee",0,2025-10-30T12:52:36Z
@ChannelKuno1,"Kelebihan android itu dari kualitas photo, tapi masalah format video yang bisa membawa kestabilan dengan resolusi yang lebih padat tanpa jelly effect yang iphone, karena dia selain stabil dengan stabilizernya tp juga stabil gara2 format videonya MOV dan jauh dengan android yang cuma MP4",1,2025-10-30T12:52:05Z
@jojoho13,bang ada yang kurang.... basel belakang bisa maen game jadul pakai casing game.... yah kelewat skip nih,0,2025-10-30T12:52:00Z
@yunantoabdul5651,"Tumben om david ngereview hp yg hampir gak mungkin release di indo, mentok yg masuk paling 17 biasa 🙂",0,2025-10-30T12:44:35Z
@bimajuliando1912,bang review iQoo Z10R,1,2025-10-30T12:43:49Z
@JoSinatra-s6k,"Kalo aku pribadi ngluarin uang belasan juta buat beli hp xiomi syang bnget, dgn uang segitu aku mending beli samsung ato iphone, sekalipun xiomi lbih bgus spek nya",0,2025-10-30T12:41:28Z
@Wanglin-g9k,Bang bahas iqoo 10r,0,2025-10-30T12:40:12Z
@Inyo_ID,Harganya berapa tuh😅,0,2025-10-30T12:39:51Z
@kevintmt3235,Woow,0,2025-10-30T12:39:05Z
@Wahyu_codm,❤️,0,2025-10-30T12:36:21Z
@amrinsy3958,12:55  Natlan emg Region yg gajelas bang culturenya 😂,0,2025-10-30T12:35:18Z
@MuhammadRayyan-x9z,ini yg ditunggu2,0,2025-10-30T12:33:22Z
@jayPohan,Review iqoo z10r bang,0,2025-10-30T12:33:16Z
@Papah_Karin.1995,Info harga dan apakah ready di Indonesia,0,2025-10-30T12:32:11Z
@BabyZeeArafah,"Selamat tinggal iphone, harga doang mahal inovasi minim dan pelit teknologi. Buktinya tipe C aja baru ada di iphone 16 😂",0,2025-10-30T12:31:51Z
@rafizamzam3227,bang bahas iqoo z9 vs iqoo z10R,0,2025-10-30T12:31:44Z
@ath_rsya,Coba aja itu samsung...,0,2025-10-30T12:30:39Z
@yedik02,"Hp brand china biasanya gampang tenggelam krna gk punya identitas yg kuat,,, niru desain sampai ngikutin nama Pro Max segala😢",0,2025-10-30T12:28:38Z
@IlulMenkrep,Bang review hp realme c71 ram 6 256,0,2025-10-30T12:27:03Z
@taffarel143,2:52 1+7 =8,0,2025-10-30T12:26:19Z
@rendyachmadsyukur,Josssss bang David,0,2025-10-30T12:26:07Z
@AFRAAAnz,"ada hp gw tuh
(Poco x6 5g)",0,2025-10-30T12:20:14Z
@MemeDubbinglook,"Bang riviu hp murah lagi dong bang seperti Tecno spark go 2 harga nya 900k, bisa ngasih kamera resolusi (2k)😭😭😭😅 tolong bang penasaran nih.",0,2025-10-30T12:18:58Z
@Maingame-4you,"Hallo guys, saya david disini kembali dari hibernasi😂👀",0,2025-10-30T12:18:11Z
@KristianbayuSeran,Itukan cuman plastik pembungkus doangg,0,2025-10-30T12:17:57Z
@RiskiDafi-eu8dx,Sampai umur berapa aku bisa beli iphone,0,2025-10-30T12:16:45Z
@acilbtn,review realme 15t 5g bang😮,0,2025-10-30T12:15:47Z
@LuminariesCivitas9n,"Kalau masuk resmi dan ada google, Mungkin akan abis iphone samsung.",0,2025-10-30T12:15:05Z
@indahdamayanti8272,"pertama kali lihat lgsung menarik hati banget sihh xiaomi, cantik bgt.",0,2025-10-30T12:12:46Z
@razuuu8610,Jomblo hape Xiaomi motor beat pajak mati...,0,2025-10-30T12:08:46Z
@Randiazuro.89,"Xiomi udah dari jaman batu panas 😂,",0,2025-10-30T12:08:01Z
@sandyandhikaa,"17:47 triple ""ini""😂",1,2025-10-30T12:07:30Z
@setiawanarif8906,Weleh.. pakai xiaomi15T aja udah seneng banget sama kameranya. Ini malah udah keluar xiaomi 17 pro max😂,0,2025-10-30T12:07:10Z
@Hiddofficial,Bang review iqoo z10r,0,2025-10-30T12:01:37Z
@goelescapist8279,kerennn,0,2025-10-30T11:58:24Z
@pashaChanel56,"Xiaomi Baru inovasi, bukan cuman mindahin kamera doang (Ipong)😂😂",1,2025-10-30T11:56:24Z
@AprilVivo-k4y,😂bagian kameranya kan ada layar kecil bg jadi wajar di tutup gitu,0,2025-10-30T11:55:25Z
@rahmasovia8860,Nonton doang beli kaga 😂,0,2025-10-30T11:55:11Z
@rizkyaprianto5989,Vid review Tecno spark slim dong vid,0,2025-10-30T11:53:31Z
@hujanmeteor-z7g,Parah hypeOS 3 nya tidak di riview 😂,0,2025-10-30T11:52:33Z
@AnseloPangkey,Bang tolong riview iqoo z10r,0,2025-10-30T11:48:53Z
@cukupartono763,"Pabriknya sama2 china, pakai aja dan rasakan kenikmatannya",0,2025-10-30T11:48:17Z
@1ximipa6adityayogapratama76,"Udah nonton riview hp ini di bbrp channel lain yg udah upload duluan, tapi entah knp KLO blum nonton gadgetin blum afdol rasanya 😅",0,2025-10-30T11:47:29Z
@pendyakbarp,bang coba riview Oppo A6 pro yang 4g dan 5g yang baru keluar,0,2025-10-30T11:47:20Z
@damaipangestu7459,Malah sebaliknya bang.. IPHONE jiplak poco. 🤭🤭,0,2025-10-30T11:47:07Z
@AyenaCreated,Chipset SDnya kayaknya jelek,0,2025-10-30T11:42:28Z
@andryk.f2701,Info Hp spek gahar yang ga panas dong guys,0,2025-10-30T11:41:31Z
@lukmanulhakim8239,Ttep iphone sh kalo aku,0,2025-10-30T11:41:06Z
@gachainterus,itu yg jd pajangan Poco apaan yak?,0,2025-10-30T11:35:16Z
@perfectnoods,tetep aja xiaomi😭,0,2025-10-30T11:34:51Z
@riskyrahman534,Xiaomi 17 basic ❤,0,2025-10-30T11:31:48Z
@ajisdoankcf,"Nonton di Hp Redmi note 7 4/64gb, pake wifi 10mbps harga150rb perbulan",0,2025-10-30T11:28:20Z
@afifdeva8577,Kapan ya resmi di indo?,0,2025-10-30T11:27:36Z
@Daehan_Minguk,Mau sebagus apapun HP CHINA 15jt jelas mahal lah... hrga masuk akal dbwh 10jt😅,0,2025-10-30T11:26:27Z
@Farhanweah,Mending iPhone 17 pro max atau Xiomi 17 pro max,1,2025-10-30T11:26:03Z
@Josuajojo04,tembus 1jt lebih nonton dalam satu hari ya bang,0,2025-10-30T11:24:27Z
@adeanchandra7619,Xiaomi 15 aja 11 juta gimana iniiii.. 17 pro max.... Hadehhhh.. naksir si gw ama ini xiaomi.. gw pernah liat naksir gw dan gw luatndi store resmi nya ga ada,0,2025-10-30T11:23:14Z
@muhammadipan6242,Saya tungguin hp Tesla bg,0,2025-10-30T11:21:54Z
@monyetkawaii1603,"Telat """,0,2025-10-30T11:21:19Z
@sopyan1066,"Tetep aja masih kalah buat stream game,... Android gk ad apa2 nya",0,2025-10-30T11:20:35Z
@adbdb,"24:35 kamera depan dibuang, layar belakang jadi fitur..",1,2025-10-30T11:20:28Z
@guwnjourney,Nunggu huawei pura x tapi yg gak lipat 😂😂,0,2025-10-30T11:19:38Z
@mad_codet,Box-nya kyk kotak Brem Madiun 😊,0,2025-10-30T11:17:02Z
@ifin7079,"21:44 inovasi ya ,bukan merek buah yg katanya selalu munculin inovasi disetiap seri nya",0,2025-10-30T11:13:24Z
@riskyrahman534,Xiaomi❤❤,0,2025-10-30T11:13:13Z
@SulthanALAziz,"bang, lupa review pake casing yang bisa gamebot, nanti bisa main game dari layar belakang",0,2025-10-30T11:11:09Z
@maebeella,Dulu ada camera yang muter2 jdi sama kualitasnya😂,0,2025-10-30T11:11:06Z
@rayentchigga9917,keren,0,2025-10-30T11:09:56Z
@DS_FUNDURACTION_remix,Review laptop dong min,0,2025-10-30T11:09:41Z
@kimjongun8148,Gua pengguna iPhone sejak 2011 pakai iPhone 3G. Sekarang stay di iPhone 15. Ada kepikiran mau update akhirnya mengurungkan niat setelah melihat review konten kreator termaksud gadgetin.. gua setuju iPhone sudah kurang inovasi. semoga tamparan dari Xiaomi ini bikin iPhone upgrade gila gila an di seri 18,1,2025-10-30T11:03:22Z
@LetraLahapbin,Cobain iqqo z10r bang,0,2025-10-30T11:01:51Z
@Dolphins-x,Saya akan menunggu 3bln dan harga nya turun 5jt baru saya akan beli😂,0,2025-10-30T10:57:15Z
@fsupari2968,"Itu bukan niru,tp ngeledek ip 17😅😅😅",0,2025-10-30T10:56:06Z
@Xeynor718,rrq gak lolos play off,0,2025-10-30T10:53:25Z
@hrdn97,iphone 17 terinspirasi dari desain modul kamera Poco x6 pro wkwkwk,0,2025-10-30T10:51:58Z
@Palid1103,Poco m5,0,2025-10-30T10:49:04Z
@Ajakesanat,Kalau masuk indo mau ganti ip 11 ku dehh ke ini tapi please jangan ada iklan dong xiaomi 😅,0,2025-10-30T10:48:21Z
@andinizar1234,aku telat bang david karena mau pengen hp android,0,2025-10-30T10:48:00Z
@pencaridollar,Fyi qw tinggal di amrik harga xiaomi 17 1100 usd tinggal tambah 100 dah dapet ip 17 promax,0,2025-10-30T10:47:11Z
@wongndeso9110,Bagus sih kalau ini,0,2025-10-30T10:46:16Z
@m.fauzanluthfi6872,buat rekomendasi hp terbaik sesuai range harga nya dong,1,2025-10-30T10:43:53Z
@prambamedia,"Udah banyak yang review IP17 Pro Max & Xiaumi 17 Pro Max, Serasa kurang afdol kalau belum nonton dari Gadgetin",0,2025-10-30T10:41:59Z
@LuthfiFadilah,Mendingan iphone kalau gitu yah.,0,2025-10-30T10:41:10Z
@dovapandu6691,penyakit throtlingnya xiaomi 12 yang mengganggu bakal turun ke xiaomi 17 series ini deh ,1,2025-10-30T10:41:07Z
@christopherehren4222,Akankah ini menjadi awal mula revolusi hilangnya kamera depan???,0,2025-10-30T10:40:48Z
@SuwarniSipe,Bang udah boleh nih jadi kaum mendang mending untuk rekomendasi hp di akhir bulan bang😊,0,2025-10-30T10:39:06Z
@ipenk91,Akhirnya yang di tunggu tunggu,0,2025-10-30T10:36:32Z
@styalve0774,iphone lg kepingin join circel android hehehe,0,2025-10-30T10:33:49Z
@frizlywarokka861,Lebih niru ke Mi 11 Ultra gak sih bang,0,2025-10-30T10:31:58Z
@SD-xw9kn,"Idea kalau mau record genshin - gamenya harus dimainin dulu 1 jam ...habis itu relog . Dari pengalaman gw kalau genshin yg baru download atau cache nya di hapus , gamenya bakal frame drop",0,2025-10-30T10:28:22Z
@RisalEksmt,"Gw kalo nonton gak butuh spek apa , yg peting kalo kameranya bagus oke lah , cuma semua hp penasaran kamera😂",0,2025-10-30T10:27:21Z
@mayasari-j3i,review samsung a17 4g dong,0,2025-10-30T10:27:21Z
@MfikriYulda,Nubia red magic 11 pro kapan nih😅,1,2025-10-30T10:24:53Z
@RickMorty-p7o,xiaomi 11 ultra juga bang sama modul cameranya yg gede,0,2025-10-30T10:24:23Z
@RikoafifS.K,Layar belakangnya canggih,0,2025-10-30T10:22:40Z
@yutaadi,"Pengalaman pke Leica di Huawei P30Pro cm bagus 3th awal. Stlh itu entah Huawei nya atau kameranya yg aging, hasil foto nya jd jelek bget .Ky dipaksa buat ganti HP.  Jd trust issue sm longevity nya Leica. Bagus di awal doank, ga bisa keep up smpe 5-6thn ky Samsung Note 20 Ultra.",0,2025-10-30T10:17:04Z
@Jon_Snow171,Iphone overated balik lagi semua bakal balik ke china lagi hahahahaah,0,2025-10-30T10:16:34Z
@Thepapoyboyz,Kgk masuk yg pro karena bakalan masuk yang ultra. Kalo masuk nih varian bentrok,0,2025-10-30T10:13:03Z
@akukamu4530,info itu permainan apa ya yang di mainin???,0,2025-10-30T10:10:43Z
@rizqanrizqan2032,"Akhirnya gadgetin review xiaomi 17 pro, aku nungguin bg kalok bukan di gadgetin rasanya kurang aja",0,2025-10-30T10:09:31Z
@irfannurchaerul8861,Mungkin kedepannya kamera depan bisa di hilangin,0,2025-10-30T10:08:48Z
@andrian4481,Bang cobain mistibox lagi bang,0,2025-10-30T10:07:10Z
@AnSaHo,"Soal desain yang tidak mungkin niru karena butuh waktu lama untuk merancang desainnya, menurut saya bisa saja lho, karena sekarang China terkenal dengan kecepatannya dalam produksi.",0,2025-10-30T10:04:22Z
@bocilcyclop9619,Mungkin kedepannya ada inofasi 2 layar depan blakang.. Jadi punya 2 hp dalam 1 hp..,0,2025-10-30T10:03:40Z
@rizkiarya5629,"Yg bikin hp ini viral , gara gara ada video yg bikin kamera belakang nya bisa buat main game retro, kalo kamera belakang ada layar juga udah ada dari jaman mi 11 ultra",0,2025-10-30T10:00:53Z
@pakpelor8129,Akhirnya,0,2025-10-30T10:00:26Z
@Zxy.AF_02,kanapa ga bisa nyentuh antutu 4jt karna chipsetnya di limit oleh brand hp masing². kalo dicustom rom mungkin bisa ke antutu 4jt,0,2025-10-30T09:58:14Z
@fauzandavilsa3383,Review realme 15 T bang,0,2025-10-30T09:56:25Z
@ronny_karina,Tetep belum sah kalau belum di review GadjetIn😊,0,2025-10-30T09:55:48Z
@ahmadfauzuddin5697,jauh lebih bagus camera yang di kacamata itu bang david 😂,0,2025-10-30T09:54:48Z
@ridwanridwan3212,Jangan mudah tertarik kepada xiomi spesifikasi hpnya cuman untuk satu tahun udah make dua tahun muncul penyakit 😂😂,0,2025-10-30T09:54:19Z
@MuhammadTeemu,"Kontennya bagus, berbagi informasi, inovatif, bermanfaat bagi semua orang. Keren 🎉",1,2025-10-30T09:52:03Z
@BustanulmuttaqinMuttaqin,Yg noton make hp realmi 6 pro 😂 sini ngumpul,0,2025-10-30T09:51:43Z
@eRDiaries_,kemungkinan panas berlebihnya dikarenakan dual layar dan hal yang wajar apalagi brightnessnya tinggi.,0,2025-10-30T09:50:21Z
@Bukancinematic,Mirip/sama kayak mi11ultra,0,2025-10-30T09:49:06Z
@galihbarmadiputra,Bang compare 17 pro max sama s25 ultra dong,0,2025-10-30T09:48:35Z
@muhmizwar3699,Bangg cba bahas laptop untuk kuliah bang,0,2025-10-30T09:46:01Z
@Zxy.AF_02,itu karna CEO XIAOMI mempunyai kekuatan sistem uang tanpa batas jadinya dia kepikiran buat samain namanya sama iphone,0,2025-10-30T09:45:44Z
@KingGz11,Xiaomi nyiptain Xiaomi 17pro max cuma buat nge sarkasin IP deh kayak nya soal nya IP mainnya di zona aman.  Apalagi soal desain 😅,26,2025-10-30T09:45:26Z
@mantrisapi_ngabul,Xiaomi selalu membuat ku terpesona untuk memakai nya...,0,2025-10-30T09:44:48Z
@bocilkematian2086,gw user iphone dari iphone 4s 16gb tp makin kesini iphone makin overrated,0,2025-10-30T09:42:46Z
@hkm6641,"4 angka sial, kalau 4+4 = 8 jadi angka keberuntungan, makanya kalau 8+8 = 16 jadi angka sial lagi",0,2025-10-30T09:40:47Z
@BennySihite-qd4bu,Bang review Poco M7 Pro 5G donggg,0,2025-10-30T09:39:55Z
@adhityasiddiq,"Packagingnya kaya buru2 banget bikinnya wkwkwk maklum lah ngebet di sandingin sama apple. sampe numerik pun loncat, alih2 ke 16 malah ke 17. norak sumpah. Kalo fans fanatik ndroid kan bilang “inovasi tuh kaya gini” kalo gue bilang sih malah ini mempermalukan diri sendiri. gw dikasih gratis hape ini jg gk akan gw tunjukin ke khalayak umum krn norak.",0,2025-10-30T09:37:10Z
@rizkyzto,Bang bahas IQOO Z10R,0,2025-10-30T09:36:02Z
@LintangMuhammad-04L,"Kemungkinan, Faktor Dari Boros Dan Juga Panas Ada Dibelakang Layar Xiomie 17 Pro Max. Layar Yang Ditambahkan Hingga Mengurangi Performance Handphone.",0,2025-10-30T09:34:45Z
@lilysiagian,"Bang, numpang komen disini. Tolong ya, Bang, rekomen HP2 terbaik sekarang yg masih ada slot micro SD nya. Masak beli HP baru mulu krn memori penuh 😢
Makasih, Bang",1,2025-10-30T09:34:35Z
@bagustea7906,Bang TCL 60 XE..harga berapa ya bang,0,2025-10-30T09:34:07Z
@dwiadivtya481,Kotak nya kek kotak sarung Ngga Sih😂,0,2025-10-30T09:31:28Z
@29robot,"Yang ku denger N.W.A, GEYAL GEYOL NAYKILAA BIASA AJA LIATNYAA.. Aku gak AMERIKA.. tiap hari HUSTL'A, Silop tuh cuman SAMPAH.. Loreng pun penuh DRAMA.. ROOTS HIFF HOFF SLAMANYA.",0,2025-10-30T09:30:46Z
@ArdibalanganBalangan,Bukan hp lipat tapi ada layar di belakang xiaomi mantap,0,2025-10-30T09:29:10Z
@zeromistake999,"opini pribadi utk flagship android, gua pilih xiaomi 17 pro max ini, krn desainnya paling elegan dibanding yg lain.",0,2025-10-30T09:28:01Z
@surikamelati246,"Sebenarnya layar belakangnya bisa buat maen game, krn ada case khusus buat maen game layar belakangnya",0,2025-10-30T09:27:46Z
@idhamryder1217,😂😂😂😂,0,2025-10-30T09:27:04Z
@user-ut4te3lw2n,Yg nilai antutu nya 500rban kita nangis disini bareng² ☹️,0,2025-10-30T09:25:15Z
@Drajadulutive,"akhirnya yang ku tunggu"" udah release❤",0,2025-10-30T09:24:04Z
@userzzyb,Tapi jujur gue pengguna android pengen juga ngerasain pake iPhone apalagi IP 17 😭,0,2025-10-30T09:22:03Z
@rama_rrr,desain poco m4 pro jir😭,0,2025-10-30T09:21:37Z
@Darullra,Pernah liat di review yg lain itu layar belakang nya bisa pake main game,0,2025-10-30T09:18:03Z
@belayustiannasya1528,bang coba review ui samsung dari 7.0 ke 8.0 apa kamera nya berubah kualitas nya,0,2025-10-30T09:16:05Z
@rama_rrr,review realme yg bisa ganti modul kamera bg,0,2025-10-30T09:07:39Z
@atozshort182,Ditunggu review kacamatanya,0,2025-10-30T09:07:18Z
@galuhtarysta,"Buat orang orang yang biasanya suka nempel foto idol, ataupun pasangannya dicase, nah sekarang gak perlu, beli aja xiaomi 17 pro max, kalian display tuh foto idol/pasangan kalian 24/7😁",0,2025-10-30T09:01:18Z
@TualeCino-i6u6i,"masih salut sama Xiaomi 11 ultra kamera nya 120×zoom tanpa buram, bahkan mampu menyaingi kamera Samsung galaxy S24 ultra 👍💪🙏",0,2025-10-30T09:00:54Z
@ahmadmujibullah4370,20:54 kagett bjirr 🤣,0,2025-10-30T08:59:25Z
@Deshan199,"pengen bang David gw 😭😭
Xioami 17 pro max 🔥🔥✨✨",0,2025-10-30T08:58:45Z
@Ald461-t4n,Layar blkng biasanya buat yg couple sblm nikah😬foto background biru.,0,2025-10-30T08:58:06Z
@hunterkiller8045,"Kesan pertama liatnya cakep sih, jauh drpd iphone 17 pro max, lebih ramah di mata warna  xiaomi, 
Kalo iphone 17pro max apalagi yg warna orange terlalu kontras sih. Lebih mendingan yg hitam",0,2025-10-30T08:56:12Z
@fachrurrozi1972,mending iphone 17 promax atau xiaomi 17 promax? mending tidur aja,0,2025-10-30T08:55:22Z
@prostaTOXIR,"Teknologi makin canggih, Xiaomi makin keren! Sambil nonton video ini, gue buka 𝘽𝙀𝙈𝟰𝘿 sekalian cari hiburan.",0,2025-10-30T08:54:27Z
@TauqeerAwan185,"Xiaomi emang gak pernah kehabisan ide ya, tiap tahun selalu ada inovasi yang bikin kaget 😮 nonton sambil buka 𝘽𝙀𝙈𝟰𝘿 jadi makin seru!",0,2025-10-30T08:53:49Z
@Anunnaki-R,Iphone yg jiplak xiomi bang😂,0,2025-10-30T08:53:49Z
@Ribelle-nato,"Xiaomi sekarang bener-bener ngejar iPhone di semua lini ya, salut! Abis ini mau buka 𝘽𝙀𝙈𝟰𝘿 dulu ah 😄",0,2025-10-30T08:53:47Z
@XBADGE394,"Review-nya enak banget ditonton, kayak ngobrol santai tapi tetap informatif 😍 sambil scroll 𝘽𝙀𝙈𝟰𝘿 juga biar gak bosen.",0,2025-10-30T08:53:45Z
@ចែករំលែកចំណេះដឹង99,"Bang David emang paling jago review-nya, detail banget! Gue sambil nongkrong di 𝘽𝙀𝙈𝟰𝘿 juga nih 😆",0,2025-10-30T08:53:38Z
@NgasalStudio,"definisi orang klo naro hp di balik, di kash paham sma xiaomi , nh ane kash lhatin displaynya , nda cma boba doank",0,2025-10-30T08:50:59Z
@SenyumIbadah-b8c,2026 Iphone Colab With XIaomi . . . Viva🎉🎉🎉,0,2025-10-30T08:50:36Z
@Monsieurgaming311,skip kalau panassss....,0,2025-10-30T08:47:15Z
@riosetiawan9143,Udah liat hpnya pas msbrewc bikin sg😅,0,2025-10-30T08:43:45Z
@ayip7669,"Bang, unboxing realme 15 yang mirip iPhone bang",0,2025-10-30T08:41:24Z
@sugengtrisetiawan832,Sama satu lg bang fitur layar belakang bisa main game dengan gamepad tambahan klo ga salah😊,0,2025-10-30T08:39:17Z
@pavlikamahadika3584,"Saya pakai iphone 14 Pro Max juga gampang panas , coba aja pake vidcall sambil chat , auto panas 15:28",0,2025-10-30T08:34:02Z
@_FedericoTalksWatches_.,"Intinya berarti ngefans tu xiaomi sama i phone,,,,jelas lah i phone terbaik di dunia",0,2025-10-30T08:30:20Z
@IkadiKaimana,"Tp knp pake 17 promax si namain nya , ky gmn gitu.. pdhl bagus hp nya",0,2025-10-30T08:27:21Z
@luckmanli6893,warna hijau dari hp xiaomi tuh identik dengan warna hijau bambu karna berasal dari negara tirai bambu,0,2025-10-30T08:27:21Z
@MantolSuwek,21:12 Epic moment,0,2025-10-30T08:27:17Z
@agusprasetyo7541,Perasaan Poco M4 pro saya juga gini desainnya 😂😂,0,2025-10-30T08:25:01Z
@RayanClips69,Jadi beli yg mana nih?🤔,0,2025-10-30T08:23:19Z
@k2msMotor,"bang,bahas vivo y21d bang",0,2025-10-30T08:22:44Z
@k2msMotor,"bang,bahas vivo y21d donk bang",0,2025-10-30T08:22:27Z
@Balriq,Itu layar belakang xiaomi sm kyk Xiaomi 11 gk si?,0,2025-10-30T08:21:02Z
@belsloveee,"bagus.tapi kenpa selalu nge copy paste si,kek gaada ide lain",0,2025-10-30T08:20:55Z
@MdAli-c6u1p,GK ada apa apanya aiphon SM xiomi 17 pro max ini . layarnya luas mantap hasil kameranya batrei juga besar dan ini anti air,0,2025-10-30T08:20:52Z
@setiawanjodi3152,Xiaomi ada lensa kamera anak tiri😂😂😂,0,2025-10-30T08:15:01Z
@benzfun8635,Gua tiap mo beli HP selalu mampir dulu ke sini 😂,0,2025-10-30T08:13:05Z
@rickymaulana5080,"dengan harga yang ga nyampe setengahnya ipon 17 pro max, xiaomi ini sungguh sangat worth it.",0,2025-10-30T08:10:31Z
@Fikarblackproject,baru berdebu gitu ye,0,2025-10-30T08:09:21Z
@riasdesu2542,"23:50 wah kacamata meta terbaru, kapan review nya nich udh make barang nya ajah keren",0,2025-10-30T08:05:13Z
@sukrawanaguss3798,apa sih yng nggak di tandingi XIAOMI tesla dengan mobilnya aja ditandingi dengan XIAOMI SU7,0,2025-10-30T08:02:17Z
@arenashab480,Akhirnya david kembali,0,2025-10-30T08:01:27Z
@Erikk5671,8:30 bro melupakan xiaomi mi 11 ultra,1,2025-10-30T08:01:10Z
@maarifsae_id,"Berarti kotak iPhone kurang panjang, biar ada charger setnya",0,2025-10-30T08:00:20Z
@iketutaditirta,antara ini sama vivo x300 pro,0,2025-10-30T07:58:58Z
@Daniii_lly,Xiomi 17 promag hape impian ku😊,0,2025-10-30T07:57:36Z
@Mnimonica,Ga ada review detail iphone yaaa? Nunggu nihhh,0,2025-10-30T07:56:59Z
@Nothingaloneforever,"aku lebih milih iphone, karna bosan sama android 😂😂 simple aja.",2,2025-10-30T07:53:51Z
@noname-jb4rz,Tetap iphone 17 pro max bakal laris manis penjualannya drpd hp android manapun yg harganya setara. apalagi cuma Xiaomi 17 pro max rilis global aja gak ada katanya mau head to head dengan ip 17 promax,0,2025-10-30T07:53:27Z
@apakau-ob3ej,8:15 klai iphone niru poco masuk kalau mi 17 promax niru iphone itu udah ada smnjak 11 ultra 😂,0,2025-10-30T07:52:29Z
@deniprastiyo8146,"Dikonoha kan gak tau fitur fitur canggih,,yg penting produknya berlogo apel,,meskipun beli second udah merasa dia naik level😅",0,2025-10-30T07:52:06Z
@FajarKun123,Akhirnya di riview makasih bang,0,2025-10-30T07:49:50Z
@awandhk,teori anomali 4x4 sial kuadrat sepertinya masuk akal bang,0,2025-10-30T07:49:32Z
